key,fare_amount
2014-06-14 13:39:00.000000111,5.273954
2014-06-14 13:39:00.000000115,11.845444
2014-06-14 13:39:00.000000168,5.887407
2014-06-14 13:39:00.00000031,6.764182
2014-06-14 13:39:00.000000116,6.4553795
2014-06-14 13:39:00.00000051,4.9092264
2014-06-14 13:39:00.000000193,14.2250805
2014-06-14 13:39:00.000000132,14.490303
2014-06-14 13:39:00.000000167,21.539083
2014-06-14 13:39:00.00000044,6.4664598
2014-06-14 13:39:00.000000138,7.8916316
2014-06-14 13:39:00.00000066,15.080174
2014-06-14 13:39:00.00000063,11.740395
2014-06-14 13:39:00.000000154,11.753988
2014-06-14 13:39:00.00000097,12.867377
2014-06-14 13:39:00.00000067,14.490328
2014-06-14 13:39:00.000000179,7.424745
2014-06-14 13:39:00.00000092,11.271251
2014-06-14 13:39:00.00000029,5.3781834
2014-06-14 13:39:00.000000177,6.151066
2014-06-14 13:39:00.000000192,8.262117
2014-06-14 13:39:00.000000181,6.2649736
2014-06-14 13:39:00.000000120,10.781975
2014-06-14 13:39:00.0000008,5.5653443
2014-06-14 13:39:00.000000103,4.5246196
2014-06-14 13:39:00.00000049,17.709656
2014-06-14 13:39:00.000000108,8.228179
2014-06-14 13:39:00.00000072,5.9577646
2014-06-14 13:39:00.000000182,13.216388
2014-06-14 13:39:00.00000061,7.833006
2014-06-14 13:39:00.00000093,9.594443
2014-06-14 13:39:00.000000170,12.066197
2014-06-14 13:39:00.000000147,46.755688
2014-06-14 13:39:00.000000140,4.659199
2014-06-14 13:39:00.000000159,4.1116614
2014-06-14 13:39:00.00000012,5.455355
2014-06-14 13:39:00.00000025,7.501808
2014-06-14 13:39:00.000000156,5.63975
2014-06-14 13:39:00.000000152,8.825892
2014-06-14 13:39:00.000000129,10.294247
2014-06-14 13:39:00.000000119,18.266577
2014-06-14 13:39:00.000000118,5.5351567
2014-06-14 13:39:00.00000076,4.739047
2014-06-14 13:39:00.000000135,7.5177903
2014-06-14 13:39:00.00000023,19.367567
2014-06-14 13:39:00.00000082,10.03953
2014-06-14 13:39:00.000000125,11.813201
2014-06-14 13:39:00.00000075,10.962458
2014-06-14 13:39:00.000000124,7.141944
2014-06-14 13:39:00.000000172,6.8185954
2014-06-14 13:39:00.00000024,14.407068
2014-06-14 13:39:00.000000169,14.2758
2014-06-14 13:39:00.00000052,13.087637
2014-06-14 13:39:00.000000161,13.766486
2014-06-14 13:39:00.00000038,10.016118
2014-06-14 13:39:00.00000035,11.516885
2014-06-14 13:39:00.00000053,12.8200865
2014-06-14 13:39:00.000000183,6.8546376
2014-06-14 13:39:00.000000131,57.298904
2014-06-14 13:39:00.000000180,7.737031
2014-06-14 13:39:00.000000130,11.037613
2014-06-14 13:39:00.00000032,4.2793746
2014-06-14 13:39:00.000000148,11.804301
2014-06-14 13:39:00.0000007,10.328657
2014-06-14 13:39:00.00000095,11.818446
2014-06-14 13:39:00.000000144,37.22571
2014-06-14 13:39:00.000000141,34.55597
2014-06-14 13:39:00.000000162,21.279802
2014-06-14 13:39:00.00000018,12.303574
2014-06-14 13:39:00.00000054,13.493891
2014-06-14 13:39:00.00000040,6.7383995
2014-06-14 13:39:00.00000096,7.089381
2014-06-14 13:39:00.00000055,24.053442
2014-06-14 13:39:00.000000109,9.952214
2014-06-14 13:39:00.000000151,7.9463706
2014-06-14 13:39:00.00000016,10.626545
2014-06-14 13:39:00.00000062,11.146042
2014-06-14 13:39:00.000000191,10.848314
2014-06-14 13:39:00.00000034,8.925748
2014-06-14 13:39:00.000000160,7.044111
2014-06-14 13:39:00.00000013,7.307659
2014-06-14 13:39:00.000000188,5.2016954
2014-06-14 13:39:00.00000086,8.205702
2014-06-14 13:39:00.000000185,12.940585
2014-06-14 13:39:00.00000074,9.211894
2014-06-14 13:39:00.00000022,19.115486
2014-06-14 13:39:00.00000036,5.1502347
2014-06-14 13:39:00.000000126,4.186976
2014-06-14 13:39:00.000000190,6.080079
2014-06-14 13:39:00.00000042,6.777948
2014-06-14 13:39:00.000000178,7.835272
2014-06-14 13:39:00.000000163,5.9874606
2014-06-14 13:39:00.00000020,13.754539
2014-06-14 13:39:00.00000098,6.8259587
2014-06-14 13:39:00.000000114,22.170801
2014-06-14 13:39:00.00000045,9.064301
2014-06-14 13:39:00.00000094,5.09104
2014-06-14 13:39:00.000000146,11.038731
2014-06-14 13:39:00.00000033,9.121447
2014-06-14 13:39:00.000000143,5.5940137
2014-06-14 13:39:00.000000107,7.6369324
2014-06-14 13:39:00.00000048,8.934115
2014-06-14 13:39:00.00000043,13.146462
2014-06-14 13:39:00.000000123,9.507273
2014-06-14 13:39:00.000000134,9.186849
2014-06-14 13:39:00.000000142,7.200403
2014-06-14 13:39:00.000000122,11.14075
2014-06-14 13:39:00.000000176,9.874927
2011-12-12 09:42:12.0000004,6.3105597
2011-12-12 09:42:12.0000002,4.0803266
2011-12-12 09:42:12.0000001,11.665693
2011-12-12 09:42:12.0000003,6.9799876
2011-12-12 09:42:12.0000005,8.434797
2013-06-27 00:20:40.0000001,18.314333
2013-06-27 00:20:40.0000003,10.188012
2009-02-20 13:34:16.0000001,8.143295
2009-02-20 13:34:16.0000002,12.696834
2009-02-20 13:34:16.0000003,7.0032554
2010-08-22 21:14:08.0000001,30.011686
2010-08-22 21:14:08.0000005,15.059999
2010-08-22 21:14:08.0000003,4.0960608
2010-08-22 21:14:08.0000002,7.3600545
2012-08-06 08:58:08.0000002,5.1177506
2012-08-06 08:58:08.0000001,17.953669
2013-11-04 08:34:12.0000003,5.789538
2013-11-04 08:34:12.0000001,10.328616
2013-11-04 08:34:12.0000002,10.355402
2011-06-24 20:34:48.0000002,7.64822
2011-06-24 20:34:48.0000001,18.979952
2011-03-28 20:38:36.0000003,5.636486
2011-03-28 20:38:36.0000004,5.5119557
2011-03-28 20:38:36.0000002,7.405503
2011-08-14 20:36:28.0000004,5.8797607
2011-08-14 20:36:28.0000001,6.2867217
2011-08-14 20:36:28.0000003,19.40845
2011-08-14 20:36:28.0000002,6.279165
2015-02-21 15:52:44.0000004,20.133432
2015-02-21 15:52:44.0000003,10.103347
2015-02-21 15:52:44.0000002,17.144705
2015-02-21 15:52:44.0000001,9.9465275
2013-01-29 11:29:52.0000001,9.9757185
2014-09-12 19:03:48.0000001,10.013116
2013-11-09 18:52:40.0000004,9.3174
2013-11-09 18:52:40.0000002,12.291462
2013-04-25 16:10:04.0000001,55.4398
2013-04-25 16:10:04.0000002,8.601139
2013-09-07 14:37:52.0000001,8.821808
2013-09-07 14:37:52.0000002,10.711687
2013-09-07 14:37:52.0000003,5.616204
2011-05-21 13:16:20.0000004,5.203793
2011-05-21 13:16:20.0000001,6.3150997
2011-05-21 13:16:20.0000003,9.276168
2011-11-25 16:36:24.0000002,7.1316442
2011-11-25 16:36:24.0000001,11.786492
2015-01-31 20:54:04.0000001,6.0576987
2010-11-01 23:31:28.0000002,6.6781588
2010-11-01 23:31:28.0000001,6.985123
2010-11-01 23:31:28.0000003,8.808715
2011-03-24 15:57:04.0000003,4.4136386
2011-03-24 15:57:04.0000001,7.4229026
2010-05-10 10:37:04.0000005,6.2137423
2010-05-10 10:37:04.0000002,5.7303324
2010-05-10 10:37:04.0000003,10.419524
2010-05-10 10:37:04.0000006,7.6398168
2012-06-09 16:53:44.0000002,8.295094
2012-08-22 22:39:20.0000003,17.612156
2012-08-22 22:39:20.0000001,4.2217155
2012-12-23 02:29:16.0000001,15.373393
2012-06-30 15:55:12.0000004,13.496226
2012-06-30 15:55:12.0000002,7.051409
2012-06-30 15:55:12.0000003,12.148099
2012-06-30 15:55:12.0000001,6.687171
2011-10-02 23:36:00.00000056,10.103321
2011-10-02 23:36:00.00000086,16.591272
2011-10-02 23:36:00.00000081,12.104559
2011-10-02 23:36:00.0000009,3.0363092
2011-10-02 23:36:00.00000041,12.102398
2011-10-02 23:36:00.00000091,3.624576
2011-10-02 23:36:00.0000008,11.957565
2011-10-02 23:36:00.00000015,27.25589
2011-10-02 23:36:00.00000014,8.060794
2011-10-02 23:36:00.00000047,7.753151
2011-10-02 23:36:00.00000076,6.9997125
2011-10-02 23:36:00.00000011,6.5110164
2011-10-02 23:36:00.00000075,5.657138
2011-10-02 23:36:00.00000035,9.857818
2011-10-02 23:36:00.00000099,4.0167084
2011-10-02 23:36:00.00000062,8.526498
2011-10-02 23:36:00.00000085,8.773656
2011-10-02 23:36:00.00000043,20.593885
2011-10-02 23:36:00.00000071,11.314215
2011-10-02 23:36:00.00000023,4.8044786
2011-10-02 23:36:00.00000092,5.1875668
2011-10-02 23:36:00.00000037,9.982183
2011-10-02 23:36:00.00000083,9.055303
2011-10-02 23:36:00.00000054,11.463031
2011-10-02 23:36:00.00000073,10.767119
2011-10-02 23:36:00.0000005,6.562975
2011-10-02 23:36:00.00000095,5.986676
2011-10-02 23:36:00.00000088,6.3927426
2011-10-02 23:36:00.00000030,8.153918
2011-10-02 23:36:00.0000007,12.6885395
2011-10-02 23:36:00.00000013,8.692988
2011-10-02 23:36:00.00000065,26.074005
2011-10-02 23:36:00.00000089,44.091915
2011-10-02 23:36:00.00000096,7.998438
2011-10-02 23:36:00.00000039,8.047304
2011-10-02 23:36:00.00000038,26.522165
2011-10-02 23:36:00.00000067,15.506413
2011-10-02 23:36:00.00000077,11.547149
2011-10-02 23:36:00.00000020,15.909862
2011-10-02 23:36:00.00000063,14.796776
2011-10-02 23:36:00.00000012,8.28873
2011-10-02 23:36:00.00000058,15.899994
2011-10-02 23:36:00.00000026,10.945132
2011-10-02 23:36:00.00000074,18.691402
2011-10-02 23:36:00.00000059,11.993018
2011-10-02 23:36:00.00000090,15.62593
2011-10-02 23:36:00.0000004,30.363438
2011-10-02 23:36:00.0000003,16.25787
2011-10-02 23:36:00.00000021,14.420796
2011-10-02 23:36:00.00000097,9.089563
2011-10-02 23:36:00.00000036,17.453272
2011-10-02 23:36:00.00000024,18.735086
2011-10-02 23:36:00.00000082,46.2664
2011-10-02 23:36:00.000000100,7.744496
2011-10-02 23:36:00.00000040,5.2829757
2011-10-02 23:36:00.00000022,3.6249673
2013-03-21 12:47:28.0000006,11.446851
2013-03-21 12:47:28.0000008,10.658334
2013-03-21 12:47:28.0000003,12.768711
2013-03-21 12:47:28.0000005,5.873961
2013-03-21 12:47:28.0000002,8.614382
2013-06-07 03:02:56.0000002,14.571994
2013-06-07 03:02:56.0000001,7.288425
2010-09-05 22:31:32.0000002,39.85675
2013-07-12 23:33:24.0000001,10.78816
2009-12-03 02:32:08.0000001,18.132492
2009-10-15 03:50:36.0000001,4.9254675
2011-09-25 22:36:32.0000002,17.213453
2011-09-25 22:36:32.0000001,12.211536
2015-06-08 20:02:56.0000001,10.689542
2014-07-16 08:03:32.0000002,11.623307
2014-07-16 08:03:32.0000001,12.346626
2011-12-15 13:14:32.0000002,8.297028
2011-12-15 13:14:32.0000001,5.832862
2011-10-11 22:13:48.0000002,12.056221
2011-10-11 22:13:48.0000005,9.115274
2011-10-11 22:13:48.0000003,6.250341
2013-09-14 16:53:20.0000001,9.462005
2013-09-14 16:53:20.0000002,10.8946705
2014-02-06 09:09:56.0000004,5.3027697
2014-02-06 09:09:56.0000003,6.4035783
2014-02-06 09:09:56.0000001,5.7286077
2009-06-10 16:55:00.00000081,28.056473
2009-06-10 16:55:00.00000029,5.680072
2009-06-10 16:55:00.000000109,8.597117
2009-06-10 16:55:00.00000098,49.651794
2009-06-10 16:55:00.00000054,9.708987
2009-06-10 16:55:00.00000021,32.793255
2009-06-10 16:55:00.00000012,7.630724
2009-06-10 16:55:00.00000033,9.126352
2009-06-10 16:55:00.00000024,8.272607
2009-06-10 16:55:00.00000099,11.083246
2009-06-10 16:55:00.0000009,7.416083
2009-06-10 16:55:00.000000158,5.317498
2009-06-10 16:55:00.000000141,4.3007593
2009-06-10 16:55:00.00000093,7.025018
2009-06-10 16:55:00.000000161,10.247327
2009-06-10 16:55:00.00000088,5.4493017
2009-06-10 16:55:00.0000003,7.916309
2009-06-10 16:55:00.00000018,5.5239763
2009-06-10 16:55:00.00000047,7.3071613
2009-06-10 16:55:00.000000154,9.046417
2009-06-10 16:55:00.000000131,9.813474
2009-06-10 16:55:00.00000046,12.471373
2009-06-10 16:55:00.0000004,5.5811043
2009-06-10 16:55:00.000000107,9.199579
2009-06-10 16:55:00.000000114,6.2090855
2009-06-10 16:55:00.000000117,8.245851
2009-06-10 16:55:00.000000162,9.94941
2009-06-10 16:55:00.00000049,10.720378
2009-06-10 16:55:00.00000069,7.0058765
2009-06-10 16:55:00.000000111,8.379525
2009-06-10 16:55:00.00000083,4.082508
2009-06-10 16:55:00.000000166,64.1338
2009-06-10 16:55:00.000000135,9.1009
2009-06-10 16:55:00.00000044,31.775408
2009-06-10 16:55:00.00000085,6.184139
2009-06-10 16:55:00.000000115,6.7413077
2009-06-10 16:55:00.000000108,5.6432986
2009-06-10 16:55:00.00000034,5.575054
2009-06-10 16:55:00.00000060,14.5422325
2009-06-10 16:55:00.000000120,5.523664
2009-06-10 16:55:00.000000174,30.024038
2009-06-10 16:55:00.0000007,7.1358833
2009-06-10 16:55:00.000000159,6.7758455
2009-06-10 16:55:00.000000171,21.961128
2009-06-10 16:55:00.000000145,12.083119
2009-06-10 16:55:00.00000074,7.862494
2009-06-10 16:55:00.000000138,10.984526
2009-06-10 16:55:00.00000048,4.9265733
2009-06-10 16:55:00.000000101,4.970524
2009-06-10 16:55:00.000000153,5.740785
2009-06-10 16:55:00.0000002,4.824982
2009-06-10 16:55:00.00000037,9.01522
2009-06-10 16:55:00.000000151,10.638357
2009-06-10 16:55:00.000000127,26.725222
2009-06-10 16:55:00.000000144,47.848843
2009-06-10 16:55:00.000000165,12.581099
2009-06-10 16:55:00.0000008,5.4145637
2009-06-10 16:55:00.000000122,7.5743003
2009-06-10 16:55:00.00000055,28.808863
2009-06-10 16:55:00.00000079,5.0026317
2009-06-10 16:55:00.00000016,15.328851
2009-06-10 16:55:00.000000160,17.026545
2009-06-10 16:55:00.000000139,5.81741
2009-06-10 16:55:00.00000075,5.1626134
2009-06-10 16:55:00.00000017,6.345747
2009-06-10 16:55:00.00000070,5.4052873
2009-06-10 16:55:00.000000118,10.333998
2009-06-10 16:55:00.00000066,12.075315
2009-06-10 16:55:00.000000164,5.697589
2009-06-10 16:55:00.000000100,10.453796
2009-06-10 16:55:00.00000082,8.382852
2009-06-10 16:55:00.00000090,12.209747
2009-06-10 16:55:00.000000125,12.291231
2009-06-10 16:55:00.000000149,7.030881
2009-06-10 16:55:00.00000068,11.093777
2009-06-10 16:55:00.00000039,6.220816
2009-06-10 16:55:00.000000124,4.939104
2009-06-10 16:55:00.00000053,6.2324286
2009-06-10 16:55:00.00000045,15.689
2009-06-10 16:55:00.000000102,5.8196154
2009-06-10 16:55:00.000000140,5.4593883
2009-06-10 16:55:00.000000148,7.3216047
2009-06-10 16:55:00.000000147,6.605058
2009-06-10 16:55:00.00000097,7.6258144
2009-06-10 16:55:00.00000094,6.170318
2009-06-10 16:55:00.00000078,7.908436
2009-06-10 16:55:00.00000035,6.12768
2009-06-10 16:55:00.00000072,8.194847
2009-06-10 16:55:00.00000031,5.6497436
2009-06-10 16:55:00.00000056,7.6507006
2009-06-10 16:55:00.000000128,18.228687
2009-06-10 16:55:00.00000057,6.9097924
2009-06-10 16:55:00.00000030,7.549048
2009-06-10 16:55:00.00000043,10.767593
2009-06-10 16:55:00.000000146,7.457017
2009-06-10 16:55:00.00000010,7.8922873
2009-06-10 16:55:00.00000067,10.496166
2009-06-10 16:55:00.000000119,5.990033
2009-06-10 16:55:00.00000076,16.19899
2009-06-10 16:55:00.00000025,6.4765983
2009-06-10 16:55:00.00000071,16.677021
2009-06-10 16:55:00.000000143,9.058754
2013-06-26 11:19:36.0000002,4.291149
2014-09-05 10:02:48.0000004,6.0777507
2014-09-05 10:02:48.0000002,9.606774
2014-09-05 10:02:48.0000001,39.498722
2014-09-05 10:02:48.0000003,10.35446
2012-09-19 12:31:40.0000001,9.848799
2012-09-19 12:31:40.0000002,7.0874867
2009-03-22 04:31:40.0000002,17.740942
2009-08-27 02:31:44.0000001,20.081644
2009-05-02 20:11:32.0000001,9.305175
2009-05-02 20:11:32.0000004,8.221627
2011-02-20 02:31:16.0000002,7.557338
2011-02-20 02:31:16.0000001,19.407206
2011-06-24 12:03:00.00000010,6.6711936
2011-06-24 12:03:00.00000067,10.4020605
2011-06-24 12:03:00.00000071,11.421338
2011-06-24 12:03:00.000000100,6.7618794
2011-06-24 12:03:00.000000145,5.8598614
2011-06-24 12:03:00.000000152,9.6221695
2011-06-24 12:03:00.00000026,11.454685
2011-06-24 12:03:00.000000199,5.421162
2011-06-24 12:03:00.000000195,5.425574
2011-06-24 12:03:00.000000119,5.1324177
2011-06-24 12:03:00.00000086,7.0308414
2011-06-24 12:03:00.00000012,7.120112
2011-06-24 12:03:00.00000097,17.191822
2011-06-24 12:03:00.00000058,4.9673095
2011-06-24 12:03:00.000000176,4.7293506
2011-06-24 12:03:00.000000139,3.6402752
2011-06-24 12:03:00.00000048,7.1277337
2011-06-24 12:03:00.000000159,6.818204
2011-06-24 12:03:00.00000079,5.7887816
2011-06-24 12:03:00.000000138,6.6346474
2011-06-24 12:03:00.000000135,11.277065
2011-06-24 12:03:00.000000173,7.729987
2011-06-24 12:03:00.000000162,11.997496
2011-06-24 12:03:00.00000018,9.661749
2011-06-24 12:03:00.000000136,6.3031535
2011-06-24 12:03:00.000000185,7.7425547
2011-06-24 12:03:00.00000069,5.705909
2011-06-24 12:03:00.000000105,6.950945
2011-06-24 12:03:00.000000180,7.091749
2011-06-24 12:03:00.00000053,10.669364
2011-06-24 12:03:00.000000142,7.0108767
2011-06-24 12:03:00.000000188,9.260026
2011-06-24 12:03:00.00000089,3.620372
2011-06-24 12:03:00.000000109,6.910988
2011-06-24 12:03:00.00000074,6.21831
2011-06-24 12:03:00.000000113,10.52832
2011-06-24 12:03:00.00000044,5.9421763
2011-06-24 12:03:00.000000183,6.220135
2011-06-24 12:03:00.00000047,7.590773
2011-06-24 12:03:00.0000006,10.392209
2011-06-24 12:03:00.0000005,7.873458
2011-06-24 12:03:00.000000200,10.232526
2011-06-24 12:03:00.000000127,8.009275
2011-06-24 12:03:00.000000120,10.745697
2011-06-24 12:03:00.000000133,6.476233
2011-06-24 12:03:00.00000073,6.354894
2011-06-24 12:03:00.000000101,4.7781343
2011-06-24 12:03:00.000000187,10.1706085
2011-06-24 12:03:00.000000122,9.229415
2011-06-24 12:03:00.000000175,5.4424825
2011-06-24 12:03:00.000000154,10.1855955
2011-06-24 12:03:00.000000197,7.5937686
2011-06-24 12:03:00.00000017,8.353901
2011-06-24 12:03:00.000000186,9.652206
2011-06-24 12:03:00.00000020,9.613221
2011-06-24 12:03:00.00000035,8.832559
2011-06-24 12:03:00.000000193,8.036169
2011-06-24 12:03:00.000000201,7.4552846
2011-06-24 12:03:00.00000054,27.537323
2011-06-24 12:03:00.00000075,7.1835046
2011-06-24 12:03:00.000000114,8.123829
2011-06-24 12:03:00.00000062,26.491583
2011-06-24 12:03:00.00000055,26.413424
2011-06-24 12:03:00.00000025,6.352103
2011-06-24 12:03:00.00000022,5.32966
2011-06-24 12:03:00.000000144,12.794761
2011-06-24 12:03:00.000000177,6.1541085
2011-06-24 12:03:00.000000124,5.73951
2011-06-24 12:03:00.00000094,4.1347485
2011-06-24 12:03:00.00000041,6.7848897
2011-06-24 12:03:00.000000141,6.5013075
2011-06-24 12:03:00.00000092,8.895417
2011-06-24 12:03:00.000000189,17.332071
2011-06-24 12:03:00.000000171,11.243464
2011-06-24 12:03:00.000000157,7.014921
2011-06-24 12:03:00.000000179,7.815746
2011-06-24 12:03:00.000000107,12.144413
2011-06-24 12:03:00.00000095,16.024565
2011-06-24 12:03:00.00000076,2.927654
2011-06-24 12:03:00.000000156,7.2974143
2011-06-24 12:03:00.000000111,31.882494
2011-06-24 12:03:00.000000116,8.164048
2011-06-24 12:03:00.00000033,7.1410546
2011-06-24 12:03:00.00000082,4.195692
2011-06-24 12:03:00.00000078,5.0452957
2011-06-24 12:03:00.00000051,4.6458797
2011-06-24 12:03:00.000000143,11.101312
2011-06-24 12:03:00.000000126,13.804201
2011-06-24 12:03:00.00000088,8.335324
2011-06-24 12:03:00.000000191,19.904516
2011-06-24 12:03:00.00000063,13.518735
2011-06-24 12:03:00.00000045,14.311853
2011-06-24 12:03:00.00000060,7.777876
2011-06-24 12:03:00.00000040,32.83311
2011-06-24 12:03:00.00000057,8.94656
2011-06-24 12:03:00.00000013,6.9058843
2011-06-24 12:03:00.00000068,28.591694
2011-06-24 12:03:00.000000165,4.483748
2011-06-24 12:03:00.00000056,5.633174
2011-06-24 12:03:00.000000150,7.4225736
2011-06-24 12:03:00.00000052,5.4469094
2011-06-24 12:03:00.00000085,50.450397
2011-06-24 12:03:00.000000190,7.1399
2011-06-24 12:03:00.00000072,6.3412094
2011-06-24 12:03:00.000000137,5.1820045
2011-06-24 12:03:00.000000102,5.898778
2011-06-24 12:03:00.000000106,7.7353883
2011-06-24 12:03:00.000000118,8.934237
2011-06-24 12:03:00.00000046,14.279912
2011-06-24 12:03:00.000000110,11.847615
2011-06-24 12:03:00.000000181,5.967292
2011-06-24 12:03:00.000000194,5.952252
2011-06-24 12:03:00.00000061,9.181647
2011-06-24 12:03:00.0000001,11.480787
2011-06-24 12:03:00.00000087,8.079826
2011-06-24 12:03:00.00000066,5.1738157
2011-06-24 12:03:00.000000146,6.4010587
2011-06-24 12:03:00.000000149,48.576958
2011-06-24 12:03:00.00000038,11.052487
2011-06-24 12:03:00.000000196,8.561718
2011-06-24 12:03:00.00000093,7.6372156
2011-06-24 12:03:00.000000170,5.141122
2011-06-24 12:03:00.000000168,9.166742
2011-06-24 12:03:00.0000002,12.028666
2011-06-24 12:03:00.00000042,12.627571
2014-06-15 07:06:00.0000006,3.6152778
2014-06-15 07:06:00.00000037,9.786182
2014-06-15 07:06:00.00000025,6.4822583
2014-06-15 07:06:00.0000008,10.915401
2014-06-15 07:06:00.00000036,40.095943
2014-06-15 07:06:00.00000042,21.863098
2014-06-15 07:06:00.00000033,4.366353
2014-06-15 07:06:00.00000013,9.195228
2014-06-15 07:06:00.00000035,56.852306
2014-06-15 07:06:00.00000030,8.426458
2014-06-15 07:06:00.00000024,7.4032993
2014-06-15 07:06:00.00000031,9.778165
2014-06-15 07:06:00.0000009,15.47677
2014-06-15 07:06:00.00000039,56.618275
2014-06-15 07:06:00.00000010,2.7452161
2014-06-15 07:06:00.00000019,13.300732
2014-06-15 07:06:00.00000041,7.250333
2014-06-15 07:06:00.00000028,17.379137
2014-06-15 07:06:00.00000014,55.26755
2014-06-15 07:06:00.0000003,13.986918
2014-06-15 07:06:00.00000017,58.001553
2014-06-15 07:06:00.00000015,16.744072
2014-06-15 07:06:00.00000026,6.767649
2014-06-15 07:06:00.0000002,14.978689
2014-06-15 07:06:00.00000040,4.541781
2014-06-15 07:06:00.00000016,5.7612786
2014-06-06 16:22:20.0000003,5.772656
2014-06-06 16:22:20.0000002,8.686252
2015-05-30 21:29:04.0000004,15.411423
2015-05-30 21:29:04.0000007,19.33963
2015-05-30 21:29:04.0000003,10.524094
2015-05-30 21:29:04.0000001,8.103392
2009-10-26 12:01:36.0000001,9.962532
2009-10-26 12:01:36.0000002,7.542657
2009-10-26 12:01:36.0000005,6.1636696
2009-10-26 12:01:36.0000003,7.0862083
2013-02-02 15:45:08.0000003,8.6508665
2013-02-02 15:45:08.0000001,8.96897
2013-02-02 15:45:08.0000002,12.790975
2015-04-15 06:47:04.0000001,7.8597765
2015-04-15 06:47:04.0000002,10.512066
2010-12-14 23:27:36.0000001,4.968847
2009-03-05 11:03:04.0000002,4.0717115
2009-03-05 11:03:04.0000001,12.868718
2013-07-18 12:23:40.0000003,5.25443
2013-07-18 12:23:40.0000002,5.956728
2013-07-18 12:23:40.0000001,7.8752174
2014-04-14 13:48:32.0000004,9.193755
2014-04-14 13:48:32.0000003,5.4848943
2014-08-18 05:33:08.0000001,8.504666
2012-01-28 03:14:28.0000001,28.689041
2009-09-14 02:19:00.00000014,10.33175
2009-09-14 02:19:00.00000035,11.001742
2009-09-14 02:19:00.00000040,7.087797
2009-09-14 02:19:00.00000031,5.15769
2009-09-14 02:19:00.0000003,8.923664
2009-09-14 02:19:00.00000025,8.32795
2009-09-14 02:19:00.0000008,7.435014
2009-09-14 02:19:00.00000024,9.860075
2009-09-14 02:19:00.00000021,18.909174
2009-09-14 02:19:00.00000036,10.4781
2009-09-14 02:19:00.0000009,39.436756
2009-09-14 02:19:00.0000001,8.412073
2009-09-14 02:19:00.00000018,4.009799
2009-09-14 02:19:00.00000039,11.098294
2009-09-14 02:19:00.0000002,15.327534
2009-09-14 02:19:00.00000038,8.588173
2009-09-14 02:19:00.00000020,20.126078
2009-09-14 02:19:00.00000028,6.763409
2009-09-14 02:19:00.00000026,20.382076
2009-09-14 02:19:00.00000017,8.703614
2009-09-14 02:19:00.00000030,7.972236
2009-09-14 02:19:00.00000016,6.744953
2009-09-14 02:19:00.0000006,6.6567726
2009-09-14 02:19:00.0000007,8.75222
2011-08-14 14:17:28.0000003,7.505
2011-08-14 14:17:28.0000001,4.9253817
2011-08-14 14:17:28.0000004,6.6634645
2011-08-14 14:17:28.0000002,5.1233315
2011-08-14 14:17:28.0000005,13.317109
2014-03-17 16:07:56.0000002,57.759163
2010-11-03 21:09:56.0000002,5.260672
2010-11-03 21:09:56.0000001,10.7658615
2012-12-11 23:37:08.0000002,10.691839
2012-12-11 23:37:08.0000005,10.380079
2012-12-11 23:37:08.0000004,6.9819036
2012-12-11 23:37:08.0000006,10.017666
2012-12-11 23:37:08.0000003,4.6530514
2012-12-11 23:37:08.0000001,16.30156
2015-06-24 14:19:52.0000001,11.90752
